kdn kontonr;name 001;ans ustid;ans ustid2;Bearbeiter;Bearbeitungsstatus;Bearbeitungsart;Organisationsebene;Adresse Hauptsitz
55426;Ets. J. Virly s.a.s.u.;FR89016750697;FR89016750697;0;;;;
55542;VEOLIA ES MRC NV;BE0460639835;BE0460639835;0;;;;
55557;Handelsmaatschappij Van Voorden B.V.;NL005928011B01;NL005928011B01;0;;;;
55563;Vilboss d.o.o.;SI85531057;SI85531057;0;;;;
55569;Vanheede Environmental Logistics nv;BE0449217094;BE0449217094;0;;;;
55572;VILPROF D.O.O.;SI95991638;SI95991638;0;;;;
55581;Stichting Vlakglas Recycling Nederland;NL811087311B01;NL811087311B01;0;;;;
55629;Verbeek en Bornebroek B.V. Fluid Systems;NL810897349B01;NL810897349B01;0;;;;
55630;Van Hooff Intern Transport B.V.;NL800023766B01;NL800023766B01;0;;;;
55654;Volkswagen Osnabrück GmbH;DE 151 915461;;0;Grün;Final;Hauptsitz;
55673;Volkswagen Sachsen GmbH;DE141 414 869;;SK;Grün;Final;Hauptsitz;Volkswagen Sachsen GmbH, Glachauer Straße 40, 08058 Zwickau
55685;VEOLIA PROPRETE;FR42303215511;FR42303215511;0;;;;
55703;Van der Peijl Techniek Goes B.V.;NL008194312B01;NL008194312B01;0;;;;
55741;Vodusek d.o.o.;SI16466934;SI16466934;0;;;;
55748;SC Vecar OM EST SRL;RO18336896;RO18336896;0;;;;
55789;Van Mierlo BV;NL006989408B01;NL006989408B01;0;;;;
55792;Valkenpower B.V.;NL814195131B01;NL814195131B01;SK3;;;;
55798;Aannemers- en Wegenbouwbedrijf;NL005718521B01;NL005718521B01;0;;;;
55808;Marc Van Ackeren & Co.;BE0412019772;BE0412019772;0;;;;
55810;Renewi Nederland BV;NL800259841B01;NL800259841B01;0;;;;
55816;Van Werven Afvalinzameling B.V.;NL004615463B01;NL004615463B01;0;;;;
55817;Van Hoorn Machining B.V.;NL803707472B01;NL803707472B01;0;;;;
55825;Volkswagen Motorsport GmbH;DE 812920786;;0;Grün;Final;Hauptsitz;
55837;Van Dijk Containers B.V.;NL809886662B01;NL809886662B01;0;;;;
55841;Van der Wielen Metaalbewerking v.o.f.;NL806965216B01;NL806965216B01;0;;;;
55845;VHT-Emeléstechnika Kft;HU14108596;HU14108596;0;;;;
55848;VALLIER PRODUITS PETROLIERS SAS;FR66404075731;FR66404075731;0;;;;
55852;Volkswagen Original Teile Logistik GmbH & Co.KG;DE230960046;;0;Grün;Final;Abhängige Niederlassung;Volkswagen Original Teile Logistik GmbH & Co. KG (OTLG), Dr. Rudolf-Leiding-Platz 1, 34225 Baunatal
55856;Van der Wielen metaalbewerking B.V.;NL858950224B01;NL858950224B01;0;;;;
55859;Van de Perre - Janssens BVBA;BE0464565860;BE0464565860;0;;;;
55864;Vlaams Instituut voor de Zee vzw;BE0466279196;BE0466279196;0;;;;
55867;Vogelaar Vredehof Vastgoed B.V.;NL811430832B01;NL811430832B01;0;;;;
55870;Van Haarst Handelsonderneming;NL015746707B02;NL015746707B02;0;;;;
55872;Van den Bouwhuijsen Bouwbedrijf;NL008208050B01;NL008208050B01;0;;;;
55877;Van den Broek Sport Eindhoven B.V.;NL814991427B01;NL814991427B01;0;;;;
55884;Vanheede Environmental Services;BE0414684502;BE0414684502;0;;;;
55885;Vourdounas SA;EL095746274;EL095746274;0;;;;
55894;Onyx Méditerranée SAS;FR51073806440;FR51073806440;0;;;;
55896;Van der Steen Reiniging & Transport B.V.;NL857763295B01;NL857763295B01;0;;;;
57021;WAGNER GmbH;DE127134438;;SK3;Grün;Final;;
57166;WEMAG GmbH & Co. KG;DE237439953;;SK;Grün;Final;Hauptsitz;
57203;WM SE;DE 117 644 667;;0;Grün;Final;Hauptsitz;
57212;Blumenbecker Industriebedarf GmbH;DE214670936;;0;Grün;Final;Abhängige Niederlassung;
57307;Willenbrock Fördertechnik GmbH & Co. KG;DE199949686;;SK;Grün;Final;Hauptsitz;
57378;WOCKEN Industriepartner GmbH & Co. KG;DE117336012;;0;Grün;Final;Abhängige Niederlassung;
57379;WOCKEN Industriepartner GmbH & Co. KG;DE117336012;;0;Grün;Final;Abhängige Niederlassung;
57380;WOCKEN Industriepartner GmbH & Co. KG;DE117336012;;0;Grün;Final;Abhängige Niederlassung;
57381;WOCKEN Industriepartner GmbH & Co. KG;DE117336012;;0;Grün;Final;Abhängige Niederlassung;
57490;WOCKEN Industriepartner GmbH & Co. KG;DE117336012;;0;Grün;Final;Abhängige Niederlassung;
57543;WEMAG GmbH & Co. KG;DE237439953;;0;Grün;Final;;
57607;WOCKEN Industriepartner GmbH & Co. KG;DE117336012;;0;Grün;Final;Abhängige Niederlassung;
57888;KAUP Sp. z o. o.;PL9512263434;PL9512263434;0;Grün;Final;Hauptsitz;
57967;Wila B.V.;NL003498669B01;NL003498669B01;0;;;;
57995;BASF Wolman GmbH;DE 811122849;;0;;;Inaktiv/ Sperren;
58103;WOCKEN Industriepartner GmbH & Co. KG;DE117336012;;SK;Grün;Final;Hauptsitz;
58124;BayWa AG;DE129272852;;SK3;Grün;Final;Abhängige Niederlassung;
58136;WOCKEN Industriepartner GmbH & Co. KG;DE117336012;;0;Grün;Final;Abhängige Niederlassung;
58144;Wolfgang Wagner Gabelstapler;DE226577861;;0;Grün;Final;;
58154;Wilmat Limited;GB110155924;GB110155924;0;;;;
58157;Wheelabrator Schlick Sp.z.o.o.;PL6670003943;PL6670003943;0;;;;
58206;Wirtschaftsbetriebe Duisburg AöR;DE252359155;;SK;Grün;Final;Hauptsitz;
58266;Lones (UK) Ltd t/a Workplace Products;GB844534323;GB844534323;SK3;;;;
58281;WBO Wirtschaftsbetriebe Oberhausen GmbH ;DE176148548;;SK3;Grün;Final;Hauptsitz;
58315;WM SE;DE 117 644 667;;0;Grün;Final;Inaktiv/ Sperren/ Neue Adresse;
58347;WM SE;DE 117 644 667;;0;Grün;Final;Abhängige Niederlassung;
58362;WM SE;DE 117 644 667;;0;Grün;Final;Abhängige Niederlassung;
58370;Witte van Moort;NL001583013B01;NL001583013B01;0;;;;
58387;WM SE;DE 117 644 667;;0;Grün;Final;Abhängige Niederlassung;
58454;Wagner GmbH ;DE 127 134 438;;SK;Grün;Final;Hauptsitz;
58501;Bauer Container GmbH;ATU57868267;ATU57868267;SK;Grün;Final;Hauptsitz;
58513;WM SE;DE 117 644 667;;0;Grün;Final;Abhängige Niederlassung;
58671;Weyland Steiner HWI;ATU61104879;ATU61104879;0;;;;
58677;WRIST Kooyman Ship Supply B.V.;NL003826715B01;NL003826715B01;0;;;;
58695;WM SE;DE 117 644 667;;0;Grün;Final;Abhängige Niederlassung;
58696;Wienerberger N.V.;BE0448850870;BE0448850870;0;;;;
58720;Würth Handelsges.m.b.H.;ATU14662505;ATU14662505;0;;;;
59073;Schulte Home GmbH & Co. KG;DE815716501;;0;Grün;Final;;
59081;Fenwick-Linde SARL;FR11348936386;FR11348936386;0;;;;
59083;Nedcon B.V.;NL001589416B01;NL001589416B01;0;;;;
59089;Agencement Bacs Stockage SAS;FR63790320709;FR63790320709;0;;;;
59092;Aligvarom Kft.;HU25798270;HU25798270;0;;;;
59093;ACHATS-PRO EURL;FR60424506160;FR60424506160;0;;;;
59098;AD SOUDAGE SAS;FR82534548367;FR82534548367;0;;;;
59105;Yamazaki Mazak Europe N.V.;BE0415386068;BE0415386068;0;;;;
59113;Wheelabrator Czech s.r.o.;CZ49822977;CZ49822977;0;;;;
59115;Wohler B.V.;NL858443880B01;NL858443880B01;0;;;;
59132;Durwen Polska;PL7822586030;PL7822586030;0;;;;
59134;Handelsonderneming de Vos;NL134077660B01;NL134077660B01;0;;;;
59137;WHEELABRATOR GROUP SAS;FR78393533872;FR78393533872;0;;;;
59138;Pfeifer Drako Drahtseilwerk GmbH;DE 182558461;;0;Grün;Final;Hauptsitz;
59144;D3S SARL;FR81490596244;FR81490596244;0;;;;
59155;Wärtsilä Netherlands B.V.;NL001449679B01;NL001449679B01;0;;;;
59157;dutch -shape;NL815485001B01;NL815485001B01;0;;;;
59180;DERANCOURT SAS;FR61341579761;FR61341579761;0;;;;
59181;WATROPUR d.o.o.;HR23178092396;HR23178092396;SK3;;;;
59189;Droste Bejah B.V.;NL812119745B01;NL812119745B01;0;;;;
59191;Doculine;BE0832109649;BE0832109649;0;;;;
59193;DOW SILICONES BELGIUM SPRL;BE0406117818;BE0406117818;0;;;;
59198;E. de Boer & Zn. Aannemersbedrijf b.v.;NL815735911B01;NL815735911B01;0;;;;
59200;DOM RONIS SAS;FR46345004147;FR46345004147;0;;;;
59207;Ypsotec s.r.o.;CZ26091313;CZ26091313;0;;;;
59210;Deceuninck Hendrik BVBA;BE0459128516;BE0459128516;0;;;;
59211;Dimatech;NL101805160B01;NL101805160B01;0;;;;
59213;DB Tech SARL;FR26807443072;FR26807443072;0;;;;
59215;DLV-FRANCE SARL;FR77788568053;FR77788568053;0;;;;
59223;Dak Plus;BE0882596565;BE0882596565;0;;;;
59224;Wärtsilä Services Switzerland Ltd.;NL823958371B01;NL823958371B01;0;;;;
59227;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
59231;BIOGROS S.à.r.l.;LU29901160;LU29901160;0;;;;
59232;DeOpvangbak.nl;NL137320917B01;NL137320917B01;0;;;;
59237;Donaldson Europe BVBA;BE0407184719;BE0407184719;0;;;;
59238;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
59240;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
59246;BOELS LUXEMBOURG GMBH;LU21400145;LU21400145;0;;;;
59249;Websilor;FR49511171647;FR49511171647;0;;;;
59254;Witre AB;SE556354522601;SE556354522601;SK3;;;;
59270;Burgstaller Gabelstapler GmbH;ATU62225318;ATU62225318;0;;;;
59272;WM SE;DE 117 644 667;;0;Grün;Final;Abhängige Niederlassung;
59275;BEJO Zaden B.V,;NL006777594B01;NL006777594B01;0;;;;
59278;BPW Benelux;BE0893328131;BE0893328131;0;;;;
59283;BWASTE International B.V.;NL811858145B01;NL811858145B01;0;;;;
59297;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
59298;BayWa Haustechnik GmbH;DE 129 392 556;;0;Grün;Final;Abhängige Niederlassung;BayWa Haustechnik GmbH, Käthe-Paulus-Straße 7, 85092 Kösching
59305;Desart Industries N.V.;BE0421080166;BE0421080166;0;;;;
59308;BONNEFONT FOURNITURES;FR00449753300;FR00449753300;0;;;;
60094;ZWEBO B.V.;NL004829116B01;NL004829116B01;0;;;;
60201;Zweygart Fachhandelsgruppe GmbH & Co. KG;DE145148092;;SK;Grün;Final;Hauptsitz;
60207;Zanten BV;NL805860265B01;NL805860265B01;0;;;;
60234;A.J. van Zijtveld v.o.f.;NL808657070B01;NL808657070B01;0;;;;
60270;Zweygart Fachhandelsgruppe GmbH & Co. KG;DE145148092;;0;Grün;Final;Abhängige Niederlassung;
60354;Zito Teer v.o.f.;NL851037781B01;NL851037781B01;0;;;;
60419;Zweygart Fachhandelsgruppe GmbH & Co. KG;DE145148092;;0;Grün;Final;Abhängige Niederlassung;
60440;ZF Hungária KFT;HU11169176;HU11169176;0;;;;
60446;ZUIDWIJK Carrosserieen B.V.;NL812137127B01;NL812137127B01;0;;;;
60461;WM SE;DE 117 644 667;;0;Grün;Final;Abhängige Niederlassung;
60475;WM SE;DE 117 644 667;;0;Grün;Final;Abhängige Niederlassung;
60498;Baywa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61024;BIA Fournitures Industrielles;FR40419594429;FR40419594429;0;;;;
61034;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61048;Blumenbecker Industrie-Service GmbH;DE813849128;;0;Grün;Final;Hauptsitz;
61052;Blumenbecker Industriebedarf GmbH;DE214670936;;0;Grün;Final;Abhängige Niederlassung;
61057;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61079;BASF Personal Care and Nutrition GmbH;DE814828263;;0;Grün;Final;Hauptsitz;
61106;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61116;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61117;Bunkercentrale B.V.;NL801712804B01;NL801712804B01;0;;;;
61129;Financiele administratie;NL809862098B01;NL809862098B01;0;;;;
61154;BayWA AG Neunburg V.W.;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61169;Biesheuvel Techniek Nijmegen;NL809862098B01;NL809862098B01;0;;;;
61175;Boels Verhuur NV;BE0444075797;BE0444075797;0;;;;
61182;Biohort GmbH;ATU71089323;ATU71089323;0;;;;
61184;Unilift Serv Srl;RO28190207;RO28190207;0;;;;
61186;Brenntag N.V.;BE0405317567;BE0405317567;0;;;;
61191;BayWa AG Obertraubling;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61194;BayWa AG Schwabmünchen;DE129272852;;SK3;Grün;Final;Abhängige Niederlassung;
61199;BW Aalst vzw;BE0407766422;BE0407766422;0;;;;
61200;BayWa Bau- & Gartenmärkte GmbH & Co. KG;DE279904711;;0;Grün;Final;Hauptsitz;
61201;BayWa Bau- & Gartenmärkte GmbH & Co. KG;DE279904711;;0;Grün;Final;Abhängige Niederlassung;
61221;Baetsen Containers BV;NL800459106B01;NL800459106B01;0;;;;
61290;Boskalis Nederland B.V.;NL001238814B01;NL001238814B01;0;;;;
61312;BayWa AG Vetschau;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61347;BayWa Technik Altensteig;DE129272852;;0;Grün;Final;Abhängige Niederlassung;Baywa AG Arabellastraße 4, 81925 München
61385;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61387;Breamark Engineering B.V.;NL005029466B01;NL005029466B01;0;;;;
61413;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61426;BRAMMER nv/sa;BE0424123689;BE0424123689;0;;;;
61457;BUS Handelmij B.V.;NL005956493B05;NL005956493B05;0;;;;BUS Handelmij B.V., Ossenkamp 4, 8024 AE Zwolle, Niederlande
61474;Bus Handelmaatschappij B.V. Marknesse;NL005956493B05;NL005956493B05;0;;;;
61486;BayWa AG Döbeln;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61493;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61502;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61505;BayWa AG Murnau;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61506;BayWa AG Geislingen;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61507;BayWA AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61516;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61524;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61529;Bus Handelmaatschappij B.V. Groningen;NL005956493B05;NL005956493B05;0;;;;
61535;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61543;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61545;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61562;BUS Handelsmij B.V.;NL003670314B01;NL003670314B01;0;;;;BUS Handelmij B.V., Ossenkamp 4, 8024 AE Zwolle, Niederlande
61578;Beck & Co. Industriebedarf GmbH & Co. KG;DE 120688456;;0;Grün;Final;Hauptsitz/ Duplikat;
61586;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61610;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61622;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61623;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61624;BayWa AG Würzburg;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61625;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61627;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61635;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61636;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61637;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61640;Boels Maschinenverleih Österreich GmbH;ATU62790625;ATU62790625;0;Grün;Final;Hauptsitz;
61655;Betonwarenindustrie Rouweler B.V.;NL009217319B01;NL009217319B01;0;;;;
61659;BayWa AG Bogen;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61661;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61679;Bus Handelmaatschappij B.V. Sneek;NL005956493B05;NL005956493B05;0;;;;
61683;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61685;bonnorange AöR;DE286062125;;SK3;Grün;Final;Hauptsitz;
61686;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61691;BÄR BV;BE0669605549;BE0669605549;SK3;Grün;Final;Nur für ausländische Ust ID;
61698;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61701;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61709;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61721;BayWa AG - Technik;DE129272852;;0;Grün;Final;Abhängige Niederlassung/ Abladestelle?;
61722;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61724;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61728;Boiten Techniek V.O.F.;NL007814239B01;NL007814239B01;0;;;;
61729;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61730;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61735;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61741;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61747;C. Bogers Handelsonderneming;NL022101123B01;NL022101123B01;0;;;;
61751;BWI GmbH;ATU68767435;ATU68767435;0;;;;
61755;Blumenbecker Industriebedarf GmbH;DE214670936;;0;Grün;Final;Abhängige Niederlassung;
61756;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61757;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61759;Belmet SAS;FR58314119157;FR58314119157;0;;;;
61768;BEZO Uitgeest B.V.;NL003642926B01;NL003642926B01;0;;;;
61771;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61772;BMS Heavy Cranes A/S;DK33499639;DK33499639;0;;;;
61782;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61784;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61788;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61789;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61794;BEDOUET EURL;FR66607320413;FR66607320413;0;;;;
61795;BASF Lampertheim GmbH;DE811163809;;0;Grün;Final;Hauptsitz/ Duplikat;
61799;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61800;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61801;Brütsch / Rüegger Tools GmbH Deutschland;DE143841142;;SK;Grün;Final;Hauptsitz;
61802;BSN medical GmbH;DE 232838759;;SK;Grün;Final;Abhängige Niederlassung/ Werk;BSN medical GmbH, Schützenstr. 1-3, 22761 Hamburg
61803;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61805;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61807;Biacom Articulos Metalicos, S.L.;ESB71009179;ESB71009179;0;;;;
61815;Brasserie Licorne SASU;FR91381077783;FR91381077783;0;;;;
61818;Boels Ceská Republika s.r.o.;CZ27453332;CZ27453332;0;;;;
61827;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61829;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61836;BATIMENT SERVICE INDUSTRIE LUX;LU30247452;LU30247452;0;;;;
61837;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61840;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61842;Broekman Logistics Europoort BV;NL001236556B01;NL001236556B01;0;;;;
61843;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61845;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61846;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61850;UDO BÄR GmbH;ATU73489049;ATU73489049;SK;Grün;Final;Hauptsitz;
61852;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61857;BT Brammer B.V.;NL004129210B01;NL004129210B01;0;;;;
61859;UDO BÄR GmbH;DE119562189;;SK;Grün;Final;Hauptsitz;
61860;Baumit Bulgaria EOOD;BG121006242;BG121006242;0;;;;
61864;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61869;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61870;Bonhof;NL009006825B01;NL009006825B01;0;;;;
61874;BayWa AG Friedberg;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61880;B & L Real Estate GmbH;DE118531561;;0;Grün;Final;Hauptsitz;
61881;Bisgaard & Nielsen;DK14161074;DK14161074;0;;;;
61890;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61891;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61892;BAUER Compressori S.r.l. Unipersonale;IT02409410244;IT02409410244;0;;;;
61895;Breen Logistics Ltd.;IE9729356J;IE9729356J;0;;;;
61902;BayWA AG Armstorf;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61904;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61906;Becker Umweltdienste GmbH;DE140848237;;0;Grün;Final;Abhängige Niederlassung;
61926;BASF Coatings Services GmbH;DE124902951;;0;Grün;Final;Abhängige Niederlassung;BASF Coatings Service GmbH, Minister-Stein-Allee 6, 44339 Dortmund
61927;BayWa AG Bergtheim;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61935;Baywa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61939;BK Ingenieurs B.V.;NL801876497B01;NL801876497B01;0;;;;
61940;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61950;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
61955;Bebo Parket BV;NL818928153B01;NL818928153B01;0;;;;
61956;BRAMIDAN FRANCE SARL;FR26421951880;FR26421951880;0;;;;
61963;Carl Beutlhauser Baumaschinen GmbH;DE173865389;;0;Grün;Final;Hauptsitz;
62007;AgruniekRijnvallei B.V.;NL813902307B01;NL813902307B01;0;;;;
62010;AlzChem Trostberg GmbH;DE814722959;;SK;Grün;Final;Hauptsitz;
62015;ACD HANDLING NV;BE0464293567;BE0464293567;0;;;;
62027;ALPAK Bvba;BE0435641450;BE0435641450;SK3;;;;
62032;ATOS SAS;FR08350827788;FR08350827788;0;Grün;Final;Hauptsitz;
62034;Axess Industries SAS;FR14489469890;FR14489469890;SK3;;;;
62044;ALBA Süd GmbH & Co. KG; DE166276179;;0;Grün;Final;Abhängige Niederlassung;ALBA Süd GmbH & Co. KG, Anton-Schmidt-Straße 25, 71332 Waiblingen
62052;Albodakk bvba;BE0866472393;BE0866472393;0;;;;
62055;Autototaal Service Assen;NL857593328B01;NL857593328B01;0;;;;
62068;SARL APPLICATIONS INDUSTRIELLES;FR72789513769;FR72789513769;0;;;;
62070;ALSAPAN SAS;FR59392213146;FR59392213146;0;;;;
62071;ACOMA SAS;FR48353007941;FR48353007941;0;;;;
62072;Alphons Coolen Bouw B.V.;NL003196665B01;NL003196665B01;0;;;;
62073;AGRIAUS SARL;FR43504124595;FR43504124595;0;;;;
62078;Abfallentsorgung Kreis Kassel;DE161729516;;SK;Grün;Final;Hauptsitz;
62083;ALLEXPORT SARL;FR80423597988;FR80423597988;0;;;;
62091;ACB Aalten;NL814843876B01;NL814843876B01;0;;;;
62096;AUVERGNE LIMOUSIN MATERIELS SAS;FR53823368444;FR53823368444;0;;;;
62100;Agravis Technik Heide-Altmark GmbH;DE214932531;;0;Grün;Final;Abhängige Niederlassung;
62101;AGRAVIS Technik Lenne-Lippe GmbH;DE811628153;;0;Grün;Final;Abhängige Niederlassung;
62110;AUBERT, S.A.;ESA58785593;ESA58785593;0;;;;
62117;Agro Service Winterswijk;NL855375140B01;NL855375140B01;0;;;;
62122;ANCO S.A.S.;FR61414503391;FR61414503391;0;;;;
62126;K.C. Antincendi S.r.l.;IT09150840156;IT09150840156;0;;;;
62150;AMAZONEN-WERKE;DE117583895;DE117583895;0;;;;
62151;SAS ACCES INDUSTRIE;FR72421203993;FR72421203993;0;;;;
62153;Amann Romania S.R.L.;RO10790713;RO10790713;0;;;;
62154;WOLF OIL;BE0403699350;BE0403699350;0;;;;
62158;Wurzer Umwelt GmbH;DE151195355;;SK;Grün;Final;Hauptsitz;
62160;Aperam Stainless Belgium NV;BE0401277914;BE0401277914;0;;;;
62163;Arifal Nederland B.V.;NL007564703B01;NL007564703B01;0;;;;
62164;BayWa AG Griesstätt;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
62166;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
62167;BayWa AG;DE129272852;;0;Grün;Final;Abhängige Niederlassung;
62177;AGC Glass Europe NV;BE0413638187;BE0413638187;0;;;;
